5.000000,0.000000,0.000000,1.570796
4.991004,0.299791,0.001432,1.630790
4.964050,0.598503,0.002865,1.690785
4.919234,0.895061,0.004297,1.750779
4.856718,1.188399,0.005729,1.810773
4.776726,1.477461,0.007161,1.870767
4.679546,1.761206,0.008594,1.930761
4.565528,2.038615,0.010026,1.990755
4.435083,2.308688,0.011458,2.050749
4.288679,2.570453,0.012890,2.110744
4.126844,2.822970,0.014323,2.170738
3.950159,3.065329,0.015755,2.230732
3.759261,3.296659,0.017187,2.290726
3.554836,3.516126,0.018619,2.350720
3.337620,3.722941,0.020052,2.410714
3.108395,3.916361,0.021484,2.470708
2.867985,4.095689,0.022916,2.530702
2.617255,4.260279,0.024348,2.590697
2.357108,4.409540,0.025781,2.650691
2.088479,4.542935,0.027213,2.710685
1.812336,4.659983,0.028645,2.770679
1.529671,4.760263,0.030077,2.830673
1.241503,4.843415,0.031510,2.890667
0.948867,4.909140,0.032942,2.950661
0.652817,4.957200,0.034374,3.010655
0.354418,4.987423,0.035806,3.070650
0.054744,4.999700,0.037239,3.130644
-0.245128,4.993988,0.038671,-3.092547
-0.544117,4.970305,0.040103,-3.032553
-0.841148,4.928739,0.041535,-2.972559
-1.135153,4.869438,0.042968,-2.912565
-1.425073,4.792616,0.044400,-2.852571
-1.709866,4.698549,0.045832,-2.792577
-1.988506,4.587575,0.047264,-2.732583
-2.259991,4.460094,0.048697,-2.672589
-2.523344,4.316565,0.050129,-2.612594
-2.777617,4.157504,0.051561,-2.552600
-3.021896,3.983484,0.052993,-2.492606
-3.255302,3.795130,0.054426,-2.432612
-3.476994,3.593120,0.055858,-2.372618
-3.686176,3.378181,0.057290,-2.312624
-3.882093,3.151087,0.058722,-2.252630
-4.064042,2.912655,0.060155,-2.192635
-4.231368,2.663743,0.061587,-2.132641
-4.383468,2.405245,0.063019,-2.072647
-4.519796,2.138093,0.064451,-2.012653
-4.639861,1.863248,0.065884,-1.952659
-4.743230,1.581698,0.067316,-1.892665
-4.829532,1.294457,0.068748,-1.832671
-4.898456,1.002559,0.070180,-1.772677
-4.949755,0.707053,0.071613,-1.712682
-4.983244,0.409002,0.073045,-1.652688
-4.998801,0.109481,0.074477,-1.592694
-4.996372,-0.190435,0.075909,-1.532700
-4.975965,-0.489666,0.077342,-1.472706
-4.937653,-0.787135,0.078774,-1.412712
-4.881575,-1.081771,0.080206,-1.352718
-4.807931,-1.372515,0.081638,-1.292724
-4.716988,-1.658320,0.083071,-1.232729
-4.609072,-1.938159,0.084503,-1.172735
-4.484571,-2.211023,0.085935,-1.112741
-4.343934,-2.475932,0.087368,-1.052747
-4.187666,-2.731932,0.088800,-0.992753
-4.016331,-2.978101,0.090232,-0.932759
-3.830544,-3.213555,0.091664,-0.872765
-3.630973,-3.437446,0.093097,-0.812770
-3.418338,-3.648968,0.094529,-0.752776
-3.193402,-3.847360,0.095961,-0.692782
-2.956977,-4.031909,0.097393,-0.632788
-2.709911,-4.201950,0.098826,-0.572794
-2.453094,-4.356871,0.100258,-0.512800
-2.187451,-4.496116,0.101690,-0.452806
-1.913937,-4.619182,0.103122,-0.392812
-1.633536,-4.725628,0.104555,-0.332817
-1.347257,-4.815070,0.105987,-0.272823
-1.056130,-4.887186,0.107419,-0.212829
-0.761204,-4.941717,0.108851,-0.152835
-0.463538,-4.978467,0.110284,-0.092841
-0.164204,-4.997303,0.111716,-0.032847
0.135720,-4.998158,0.113148,0.027147
0.435156,-4.981028,0.114580,0.087141
0.733026,-4.945975,0.116013,0.147136
1.028259,-4.893126,0.117445,0.207130
1.319792,-4.822670,0.118877,0.267124
1.606576,-4.734862,0.120309,0.327118
1.887579,-4.630016,0.121742,0.387112
2.161790,-4.508510,0.123174,0.447106
2.428223,-4.370782,0.124606,0.507100
2.685918,-4.217327,0.126038,0.567095
2.933949,-4.048696,0.127471,0.627089
3.171423,-3.865498,0.128903,0.687083
3.397485,-3.668391,0.130335,0.747077
3.611323,-3.458084,0.131767,0.807071
3.812166,-3.235335,0.133200,0.867065
3.999292,-3.000944,0.134632,0.927059
4.172028,-2.755754,0.136064,0.987053
4.329752,-2.500649,0.137496,1.047048
4.471897,-2.236547,0.138929,1.107042
4.597950,-1.964396,0.140361,1.167036
4.707460,-1.685177,0.141793,1.227030
4.800031,-1.399895,0.143225,1.287024
4.875330,-1.109576,0.144658,1.347018
4.933087,-0.815264,0.146090,1.407012
4.973093,-0.518018,0.147522,1.467006
4.995206,-0.218909,0.148954,1.527001
4.999344,0.080989,0.150387,1.586995
4.985494,0.380594,0.151819,1.646989
4.953705,0.678830,0.153251,1.706983
4.904091,0.974624,0.154683,1.766977
4.836831,1.266911,0.156116,1.826971
4.752168,1.554639,0.157548,1.886965
4.650405,1.836773,0.158980,1.946960
4.531909,2.112298,0.160412,2.006954
4.397106,2.380223,0.161845,2.066948
4.246481,2.639583,0.163277,2.126942
4.080577,2.889445,0.164709,2.186936
3.899990,3.128911,0.166142,2.246930
3.705369,3.357118,0.167574,2.306924
3.497416,3.573245,0.169006,2.366918
3.276879,3.776515,0.170438,2.426913
3.044551,3.966196,0.171871,2.486907
2.801268,4.141606,0.173303,2.546901
2.547905,4.302114,0.174735,2.606895
2.285374,4.447141,0.176167,2.666889
2.014620,4.576167,0.177600,2.726883
1.736617,4.688727,0.179032,2.786877
1.452365,4.784416,0.180464,2.846871
1.162888,4.862889,0.181896,2.906866
0.869226,4.923865,0.183329,2.966860
0.572436,4.967124,0.184761,3.026854
0.273587,4.992509,0.186193,3.086848
-0.026247,4.999931,0.187625,-3.136343
-0.325987,4.989362,0.189058,-3.076349
-0.624553,4.960840,0.190490,-3.016355
-0.920872,4.914468,0.191922,-2.956361
-1.213878,4.850412,0.193354,-2.896367
-1.502516,4.768904,0.194787,-2.836373
-1.785747,4.670236,0.196219,-2.776378
-2.062553,4.554764,0.197651,-2.716384
-2.331938,4.422903,0.199083,-2.656390
-2.592931,4.275127,0.200516,-2.596396
-2.844595,4.111968,0.201948,-2.536402
-3.086023,3.934013,0.203380,-2.476408
-3.316347,3.741903,0.204812,-2.416414
-3.534738,3.536329,0.206245,-2.356419
-3.740411,3.318031,0.207677,-2.296425
-3.932624,3.087793,0.209109,-2.236431
-4.110687,2.846445,0.210541,-2.176437
-4.273959,2.594855,0.211974,-2.116443
-4.421853,2.333927,0.213406,-2.056449
-4.553835,2.064602,0.214838,-1.996455
-4.669432,1.787848,0.216270,-1.936461
-4.768228,1.504661,0.217703,-1.876466
-4.849866,1.216060,0.219135,-1.816472
-4.914053,0.923083,0.220567,-1.756478
-4.960558,0.626785,0.221999,-1.696484
-4.989215,0.328232,0.223432,-1.636490
-4.999919,0.028497,0.224864,-1.576496
-4.992632,-0.271340,0.226296,-1.516502
-4.967381,-0.570201,0.227728,-1.456508
-4.924256,-0.867010,0.229161,-1.396513
-4.863412,-1.160699,0.230593,-1.336519
-4.785069,-1.450212,0.232025,-1.276525
-4.689508,-1.734507,0.233457,-1.216531
-4.577073,-2.012561,0.234890,-1.156537
-4.448169,-2.283373,0.236322,-1.096543
-4.303260,-2.545969,0.237754,-1.036549
-4.142866,-2.799404,0.239186,-0.976554
-3.967565,-3.042766,0.240619,-0.916560
-3.777989,-3.275179,0.242051,-0.856566
-3.574818,-3.495808,0.243483,-0.796572
-3.358784,-3.703858,0.244915,-0.736578
-3.130665,-3.898581,0.246348,-0.676584
-2.891281,-4.079276,0.247780,-0.616590
-2.641493,-4.245293,0.249212,-0.556596
-2.382201,-4.396034,0.250645,-0.496601
-2.114337,-4.530958,0.252077,-0.436607
-1.838866,-4.649578,0.253509,-0.376613
-1.556777,-4.751468,0.254941,-0.316619
-1.269087,-4.836261,0.256374,-0.256625
-0.976831,-4.903652,0.257806,-0.196631
-0.681059,-4.953399,0.259238,-0.136637
-0.382837,-4.985322,0.260670,-0.076643
-0.083238,-4.999307,0.262103,-0.016648
0.216661,-4.995304,0.263535,0.043346
0.515780,-4.973326,0.264967,0.103340
0.813044,-4.933453,0.266399,0.163334
1.107382,-4.875829,0.267832,0.223328
1.397735,-4.800660,0.269264,0.283322
1.683059,-4.708218,0.270696,0.343316
1.962327,-4.598834,0.272128,0.403311
2.234534,-4.472903,0.273561,0.463305
2.498701,-4.330877,0.274993,0.523299
2.753877,-4.173268,0.276425,0.583293
2.999144,-4.000642,0.277857,0.643287
3.233619,-3.813621,0.279290,0.703281
3.456459,-3.612878,0.280722,0.763275
3.666862,-3.399136,0.282154,0.823269
3.864071,-3.173162,0.283586,0.883264
4.047376,-2.935771,0.285019,0.943258
4.216118,-2.687816,0.286451,1.003252
4.369689,-2.430189,0.287883,1.063246
4.507537,-2.163819,0.289315,1.123240
4.629166,-1.889662,0.290748,1.183234
4.734138,-1.608706,0.292180,1.243228
4.822076,-1.321962,0.293612,1.303223
4.892663,-1.030461,0.295044,1.363217
4.945645,-0.735252,0.296477,1.423211
4.980832,-0.437397,0.297909,1.483205
4.998096,-0.137969,0.299341,1.543199
4.997376,0.161956,0.300773,1.603193
4.978675,0.461298,0.302206,1.663187
4.942059,0.758980,0.303638,1.723181
4.887661,1.053931,0.305070,1.783176
4.815676,1.345090,0.306502,1.843170
